photo_id,longitude,latitude,X,Y,adm1_code,name,region
1936443,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936447,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936454,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936538,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936542,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936545,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936565,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936566,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936600,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936601,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936602,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936603,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936606,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1936772,-6.264594,53.344994,116252.313600,391604.289400,IRL-5575,Dublin,Dublin
1937133,0.830669,52.977848,590146.104800,346026.589200,GBR-2319,Norfolk,East
1937291,-0.274881,51.443287,519989.901100,172999.584900,GBR-2075,Richmond upon Thames,Greater London
1937293,-0.306228,51.457443,517775.072300,174522.968900,GBR-2075,Richmond upon Thames,Greater London
1937872,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1937878,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1937890,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1937898,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1937901,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938044,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938049,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938059,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938082,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938088,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938090,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938094,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938143,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938147,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938154,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938167,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938171,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938237,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938245,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938258,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938298,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938303,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938313,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938327,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938331,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1938514,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938538,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938565,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938588,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938610,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938622,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938655,-3.172082,55.976960,326954.523100,676617.063900, , , 
1938834,-0.563821,51.760260,499217.515600,207817.117800,GBR-2042,Hertfordshire,East
1939078,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1939610,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1939631,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1939645,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1939760,-2.191150,53.016434,387273.594100,346587.410400,GBR-2778,Stoke-on-Trent,West Midlands
1939778,-5.479674,50.212080,151837.101600,40470.483500,GBR-2110,Cornwall,South West
1941297,-1.753027,53.793610,416366.967700,433061.401500,GBR-5673,Bradford,Yorkshire and the Humber
1941454,-1.769600,53.791800,415275.871800,432856.355700,GBR-5673,Bradford,Yorkshire and the Humber
1941509,-1.754500,53.792800,416270.244900,432970.945100,GBR-5673,Bradford,Yorkshire and the Humber
1941684,-1.753600,53.799000,416327.142500,433660.960200,GBR-5673,Bradford,Yorkshire and the Humber
1941692,-1.754500,53.792800,416270.244900,432970.945100,GBR-5673,Bradford,Yorkshire and the Humber
1941699,-1.754500,53.792800,416270.244900,432970.945100,GBR-5673,Bradford,Yorkshire and the Humber
1941705,-1.751461,53.799118,416467.985400,433674.579300,GBR-5673,Bradford,Yorkshire and the Humber
1942339,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1943212,-1.709100,53.417200,419431.657500,391194.483300,GBR-5687,Sheffield,Yorkshire and the Humber
1950121,-0.130698,51.510370,529819.203900,180705.228200,GBR-2080,Westminster,Greater London
1950140,-0.130366,51.516594,529824.559400,181397.947600,GBR-2064,Camden,Greater London
1950189,-0.267872,51.471268,520403.398200,176122.690600,GBR-2075,Richmond upon Thames,Greater London
1950812,-0.230669,51.488358,522941.266200,178084.945200,GBR-2069,Hammersmith and Fulham,Greater London
1950816,-0.231184,51.488705,522904.580000,178122.669300,GBR-2069,Hammersmith and Fulham,Greater London
1951544,1.292073,52.626778,622904.118300,308312.723300,GBR-2319,Norfolk,East
1970238,-0.891931,52.247925,475746.573300,261660.928200,GBR-2749,Northamptonshire,East Midlands
1971668,-0.086259,51.556103,532769.819500,185870.586000,GBR-2071,Islington,Greater London
1975713,-0.117516,51.509050,530737.687500,180581.885600,GBR-2064,Camden,Greater London
1976488,-4.679210,57.154877,238038.847100,810296.478400,GBR-2745,Highland,Highlands and Islands
1977442,-0.141851,51.514320,529034.135800,181124.774600,GBR-2080,Westminster,Greater London
1982509,-0.127115,51.508984,530071.775100,180557.456800,GBR-2080,Westminster,Greater London
1982741,-0.118778,51.503770,530665.205900,179992.480600,GBR-2080,Westminster,Greater London
1983045,-0.232515,51.506584,522764.169500,180108.666400,GBR-2069,Hammersmith and Fulham,Greater London
1983050,-0.232515,51.506584,522764.169500,180108.666400,GBR-2069,Hammersmith and Fulham,Greater London
1983052,-0.232515,51.506584,522764.169500,180108.666400,GBR-2069,Hammersmith and Fulham,Greater London
1983053,-0.119454,51.529118,530545.854300,182810.060100,GBR-2064,Camden,Greater London
1983055,-0.232515,51.506584,522764.169500,180108.666400,GBR-2069,Hammersmith and Fulham,Greater London
1994974,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
1996113,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2003622,-3.409827,55.929317,312010.895400,671592.153700,GBR-2023,Edinburgh,Eastern
2005458,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005466,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005469,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005486,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005497,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005499,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005501,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005505,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005516,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005519,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005521,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005522,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005525,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005528,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005532,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005533,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2005534,-0.076346,51.508232,533596.965100,180565.210100,GBR-2771,Southwark,Greater London
2007700,-0.149087,51.458767,528688.251500,174934.371000,GBR-2079,Wandsworth,Greater London
2009189,0.124711,52.209316,545274.214200,258915.405600,GBR-2053,Cambridgeshire,East
2010018,-1.782274,52.133090,414999.955100,248332.026200,GBR-2750,Warwickshire,West Midlands
2010536,-5.261593,56.718307,200506.275100,763265.721800,GBR-2745,Highland,Highlands and Islands
2010684,-3.749084,57.256023,294580.247400,819726.649500,GBR-2745,Highland,Highlands and Islands
2010994,-3.749514,57.255930,294554.043800,819716.964800,GBR-2745,Highland,Highlands and Islands
2047264,-2.174499,53.016487,388390.670300,346590.455000,GBR-2778,Stoke-on-Trent,West Midlands
2047820,-4.138691,50.377190,248027.099600,55219.855000,GBR-2141,Plymouth,South West
2049399,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2056148,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056149,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056160,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056161,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056163,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056165,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056171,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056175,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056182,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056183,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056193,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056194,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056195,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056196,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056197,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056203,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056205,-1.111078,50.802030,462738.037100,100650.968000, , , 
2056212,-1.111078,50.802030,462738.037100,100650.968000, , , 
2060137,-4.027969,57.679688,279166.238200,867346.139700,GBR-2745,Highland,Highlands and Islands
2063219,-1.782274,52.133090,414999.955100,248332.026200,GBR-2750,Warwickshire,West Midlands
2063416,-5.477479,50.116140,151496.016800,29799.027400,GBR-2110,Cornwall,South West
2063487,-5.477479,50.116140,151496.016800,29799.027400,GBR-2110,Cornwall,South West
2066131,-3.749084,57.256023,294580.247400,819726.649500,GBR-2745,Highland,Highlands and Islands
2066296,-3.156424,55.948143,327877.953700,673393.516000,GBR-2023,Edinburgh,Eastern
2082109,-1.687957,53.803750,420648.504400,434206.430200,GBR-5673,Bradford,Yorkshire and the Humber
2082111,-1.687957,53.803750,420648.504400,434206.430200,GBR-5673,Bradford,Yorkshire and the Humber
2084383,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2084672,0.013926,50.872723,541797.264200,110067.665600,GBR-2677,East Sussex,South East
2087245,-0.775420,52.213850,483764.705100,257998.973200,GBR-2749,Northamptonshire,East Midlands
2087252,-0.775502,52.213800,483759.196700,257993.317300,GBR-2749,Northamptonshire,East Midlands
2087318,-0.772940,52.212177,483937.290600,257815.760300,GBR-2749,Northamptonshire,East Midlands
2087358,-0.772288,52.212840,483980.588900,257890.255800,GBR-2749,Northamptonshire,East Midlands
2087359,-0.772258,52.212864,483982.593400,257892.959900,GBR-2749,Northamptonshire,East Midlands
2087382,-0.771945,52.214638,484000.636300,258090.633200,GBR-2749,Northamptonshire,East Midlands
2087394,-0.773950,52.215176,483862.643100,258148.153400,GBR-2749,Northamptonshire,East Midlands
2087398,-0.774094,52.215054,483853.034600,258134.417700,GBR-2749,Northamptonshire,East Midlands
2087406,-0.774088,52.215060,483853.433200,258135.092000,GBR-2749,Northamptonshire,East Midlands
2087414,-0.774489,52.214706,483826.702700,258095.255600,GBR-2749,Northamptonshire,East Midlands
2087428,-0.774523,52.214672,483824.443800,258091.434700,GBR-2749,Northamptonshire,East Midlands
2087451,-0.774677,52.214527,483814.195100,258075.129400,GBR-2749,Northamptonshire,East Midlands
2087478,-0.774528,52.214424,483824.568400,258063.845300,GBR-2749,Northamptonshire,East Midlands
2087491,-0.774594,52.214350,483820.198400,258055.538600,GBR-2749,Northamptonshire,East Midlands
2087505,-0.774790,52.214270,483806.957900,258046.414400,GBR-2749,Northamptonshire,East Midlands
2087524,-0.774716,52.214207,483812.132100,258039.492700,GBR-2749,Northamptonshire,East Midlands
2087541,-0.775027,52.214138,483791.014100,258031.459200,GBR-2749,Northamptonshire,East Midlands
2087553,-0.775023,52.214024,483791.501600,258018.784300,GBR-2749,Northamptonshire,East Midlands
2087576,-0.775211,52.214010,483778.683600,258017.010100,GBR-2749,Northamptonshire,East Midlands
2087596,-0.775546,52.213787,483756.215000,257991.820700,GBR-2749,Northamptonshire,East Midlands
2087620,-0.776560,52.213642,483687.209400,257974.523700,GBR-2749,Northamptonshire,East Midlands
2089330,-2.429695,57.273476,374187.058100,820396.176600,GBR-2013,Aberdeenshire,North Eastern
2089426,-6.181612,56.744250,144417.708900,769210.256300,GBR-2745,Highland,Highlands and Islands
2089812,-4.673481,57.122640,238244.569800,806695.818900,GBR-2745,Highland,Highlands and Islands
2091356,-0.122993,51.524450,530313.698200,182284.658100,GBR-2064,Camden,Greater London
2091431,-0.108770,51.518650,531317.006200,181665.083900,GBR-2064,Camden,Greater London
2096087,-6.264202,53.345474,116281.582600,391656.087600,IRL-5575,Dublin,Dublin
2098214,-0.087032,51.515347,532834.743800,181336.982000,GBR-4809,City,Greater London
2098222,-0.128831,51.512600,529942.416000,180956.522700,GBR-2080,Westminster,Greater London
2098225,-0.129411,51.513336,529900.079300,181037.339600,GBR-2080,Westminster,Greater London
2098259,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098263,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098265,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098266,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098273,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098278,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098281,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098284,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098308,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098310,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098311,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2098312,-3.059525,53.790620,330297.264700,433221.516700,GBR-5670,Blackpool,North West
2101538,-0.112266,51.503166,531118.875100,179936.950000,GBR-2064,Camden,Greater London
2101882,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101887,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101890,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101892,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101893,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101894,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101895,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101896,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101903,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101909,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101910,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101911,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101912,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101913,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101914,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101917,0.207774,51.274864,554094.308500,155172.071300,GBR-3409,Kent,South East
2101919,0.207967,51.273743,554111.518200,155047.827200,GBR-3409,Kent,South East
2101920,0.207967,51.273743,554111.518200,155047.827200,GBR-3409,Kent,South East
2101921,0.207967,51.273743,554111.518200,155047.827200,GBR-3409,Kent,South East
2101923,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2101924,0.204749,51.266747,553910.433600,154263.166000,GBR-3409,Kent,South East
2109811,0.503396,51.386726,574287.482400,168271.619800,GBR-2678,Medway,South East
2110083,-0.013464,51.590508,537712.054300,189831.073200,GBR-2078,Waltham Forest,Greater London
2110086,-0.013464,51.590508,537712.054300,189831.073200,GBR-2078,Waltham Forest,Greater London
2110131,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110132,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110135,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110138,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110140,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110141,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110142,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110416,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110417,-1.086885,53.960213,460009.960600,451955.492100,GBR-2120,York,Yorkshire and the Humber
2110763,-1.112668,54.074600,458158.844700,464660.701100,GBR-2140,North Yorkshire,Yorkshire and the Humber
2110764,-0.875527,54.083040,473660.315200,465820.281400,GBR-2140,North Yorkshire,Yorkshire and the Humber
2110765,-0.583274,54.044067,492865.126400,461827.702600,GBR-2124,East Riding of Yorkshire,Yorkshire and the Humber
2110771,-1.061728,54.245820,461239.084100,483753.987500,GBR-2140,North Yorkshire,Yorkshire and the Humber
2110772,-0.878731,54.082977,473450.830000,465809.945800,GBR-2140,North Yorkshire,Yorkshire and the Humber
2110773,-1.061490,54.245590,461254.932800,483728.602900,GBR-2140,North Yorkshire,Yorkshire and the Humber
2110777,-2.365091,51.380005,374687.412000,164613.836000,GBR-2043,Bath and North East Somerset,South West
2110778,-5.475107,50.216310,152184.806700,40925.456700,GBR-2110,Cornwall,South West
2110779,-5.475265,50.216217,152173.055200,40915.645200,GBR-2110,Cornwall,South West
2110780,-0.966709,54.585556,466876.348400,521641.382200,GBR-2032,Redcar and Cleveland,North East
2110868,-1.874091,50.715508,408985.473700,90660.675800,GBR-2050,Bournemouth,South West
2118181,-3.749084,57.256023,294580.247400,819726.649500,GBR-2745,Highland,Highlands and Islands
2118336,-2.149694,57.175377,391047.934900,809403.665800,GBR-2012,Aberdeen,North Eastern
2118426,-2.700000,57.350000,357974.719600,829050.136600,GBR-2013,Aberdeenshire,North Eastern
2119822,-0.182540,51.615677,525930.814300,192325.299800,GBR-5705,Barnet,Greater London
2122835,-3.200411,55.948803,325132.318700,673513.793900,GBR-2023,Edinburgh,Eastern
2131812,-0.075230,51.514217,533656.903800,181232.794500,GBR-4809,City,Greater London
2132112,-0.074887,51.506523,533703.209200,180377.827000,GBR-2771,Southwark,Greater London
2132145,-0.076303,51.511370,533590.776600,180914.242600,GBR-4809,City,Greater London
2132172,-0.080444,51.514510,533294.278800,181255.874600,GBR-4809,City,Greater London
2132214,-0.082129,51.513268,533180.986400,181114.695400,GBR-4809,City,Greater London
2132605,-0.075230,51.514217,533656.903800,181232.794500,GBR-4809,City,Greater London
2132663,-0.075230,51.514217,533656.903800,181232.794500,GBR-4809,City,Greater London
2132671,-0.075230,51.514217,533656.903800,181232.794500,GBR-4809,City,Greater London
2132688,-0.075230,51.514217,533656.903800,181232.794500,GBR-4809,City,Greater London
2133794,-0.566461,51.762512,499030.397600,208063.986700,GBR-2042,Hertfordshire,East
2134943,-3.204381,55.946953,324880.817200,673312.218600,GBR-2023,Edinburgh,Eastern
2135085,-0.118253,51.504227,530700.334700,180044.237100,GBR-2080,Westminster,Greater London
2135124,-0.119454,51.503452,530619.199600,179955.912300,GBR-2080,Westminster,Greater London
2136617,-0.126439,51.519370,530089.115900,181713.617100,GBR-2064,Camden,Greater London
2136672,-0.121911,51.506447,530440.134700,180284.587900,GBR-2080,Westminster,Greater London
2136681,-0.119047,51.505585,530641.350100,180193.834700,GBR-2080,Westminster,Greater London
2143762,-6.181612,56.744250,144417.708900,769210.256300,GBR-2745,Highland,Highlands and Islands
2144584,-5.198593,56.690933,204217.680900,760038.690100,GBR-2745,Highland,Highlands and Islands
2148179,-6.346535,53.006622,108512.850800,354320.774400,IRL-719,Wicklow,Mid-East
2148188,-6.346879,53.006080,108486.128200,354261.927900,IRL-719,Wicklow,Mid-East
2148196,-6.263236,53.346348,116351.654000,391749.400200,IRL-5575,Dublin,Dublin
2148213,-0.138423,50.821360,531222.628300,104075.220400,GBR-2674,Brighton and Hove,South East
2149278,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2149298,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2149332,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2151337,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2151338,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2157045,-0.099220,51.507473,532011.848000,180439.333700,GBR-2771,Southwark,Greater London
2163593,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2163597,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2164596,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2164605,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2164614,-0.125849,51.558067,530019.806200,186017.923600,GBR-2071,Islington,Greater London
2164725,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164727,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164728,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164730,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164756,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164786,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164787,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164789,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164801,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164804,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164806,-2.185592,53.012720,387645.391800,346173.265200,GBR-2778,Stoke-on-Trent,West Midlands
2164848,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164876,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164911,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164940,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2164967,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165001,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165021,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165046,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165059,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165096,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165115,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2165146,-8.642955,52.674490,-48805.368300,329267.421100,IRL-76,Clare,Mid-West
2167850,-0.104509,51.520508,531607.273600,181879.348500,GBR-2064,Camden,Greater London
2177793,-5.199451,56.690556,204163.199500,759999.204500,GBR-2745,Highland,Highlands and Islands
2178178,-2.103732,57.130337,393819.316100,804384.579100,GBR-2012,Aberdeen,North Eastern
2180417,-0.216861,51.502216,523862.348400,179649.274400,GBR-2069,Hammersmith and Fulham,Greater London
2180450,-0.216861,51.502216,523862.348400,179649.274400,GBR-2069,Hammersmith and Fulham,Greater London
2182516,-0.126664,51.519226,530073.916000,181697.204100,GBR-2064,Camden,Greater London
2182518,-0.126664,51.519226,530073.916000,181697.204100,GBR-2064,Camden,Greater London
2194560,-0.563821,51.760260,499217.515600,207817.117800,GBR-2042,Hertfordshire,East
2197524,-3.822977,53.279354,278550.029900,377370.143800,GBR-2129,Conwy,East Wales
2197966,-3.841297,53.337370,277495.038600,383854.841900,GBR-2129,Conwy,East Wales
2198140,-3.738469,53.312935,284275.022200,380965.138400,GBR-2129,Conwy,East Wales
2198263,-2.892531,53.192596,340465.025200,366539.877900,GBR-5707,Cheshire West and Chester,North West
2199362,-1.768571,53.622270,415404.996300,413994.999700,GBR-5671,Kirklees,Yorkshire and the Humber
2199640,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199643,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199647,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199656,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199659,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199661,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199672,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199686,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199694,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
2199703,-3.182476,55.955456,326264.972600,674234.908700,GBR-2023,Edinburgh,Eastern
